Listing_Title,Listing_Location,Listing_Price_CAD,Mileage_KM,Description,Listing_Url
2020 Toyota Corolla SE CVT,Ottawa,25895.00,58928,"Check out this beautiful 2020 Toyota Corolla SE has lots to offer in reliability and dependability. It comes equipped with lots of features such as Bluetooth, cruise control, front heated seats, and ...",https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-corolla-se-cvt/m7666584
2020 Toyota Corolla SE **JAMAIS ACCIDENTÉ** BOUTON POUSSOIR+MAG ,City of Montréal,23295.00,60971,"TOYOTA COROLLA SE 2020 **JAMAIS ACCIDENTÉ** DÉMARRAGE À BOUTON POUSSOIR, SIÈGES CHAUFFANTS, MAG, BLUETOOTH, CARPLAY, CAMÉRA DE RECUL, MONITEUR D'ANGLE MORT, SYSTEME PRÉ-COLLISION, RÉGULATEUR DE ...",https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-toyota-corolla-se-jamais-accidente-bouton-poussoir-mag/m7367774
2020 Toyota Corolla LE-SUNROOF-ALLOYS-CAMERA-BSM-WIRELESS CHARGE,City of Toronto,19999.00,100000,{ CERTIFIED PRE-OWNED } **THIS VEHICLE COMES FULLY CERTIFIED WITH A SAFETY CERTIFICATE & SERVICED AT NO EXTRA COST** **$0 DOWN....PRIME INTEREST FINANCING APPROVALS**o.a.c. WE CAN FINANCE ...,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-corolla-le-sunroof-alloys-camera-bsm-wireless-charge/m8039028
2020 Toyota Corolla LE Certifié / Cetified Toyota,Gatineau,24995.00,27485,"Bluetooth - Caméra de Recule - Sièges Chauffant - Régulateur de Vitesse Adaptatif - Véhicule Certifié Toyota - Aucun Accident - Un Propriétaire - Carfax Gratuit Disponible Chez Buckingham Toyota, ...",https://www.kijiji.ca/v-cars-trucks/gatineau/2020-toyota-corolla-le-certifie-cetified-toyota/m7960282
2020 Toyota Corolla Hatchback,Saguenay,23480.00,95770,"Vitres électriques, Portes électriques, Direction assistée, Régulateur de vitesse, Télédéverrouillage, Démarrage sans clé, Climatiseur, Climatiseur automatique, Sièges chauffants, Radio AM/FM, Port ...",https://www.kijiji.ca/v-cars-trucks/saguenay/2020-toyota-corolla-hatchback/m7860334
2020 Toyota Corolla LE SDN  AUTO CVT,Longueuil / South Shore,24995.00,45248,2020 TOYOTA COROLLA LE SEDAN EN SUPERBE CONDITION MECANIQUE ET ESTHETIQUE!!!! CLEAN CARFAX!!! 1 SEUL PROPRIETAIRE SEULEMENT 45248KM BLANC/NOIR TRANSMISSION AUTOMATIQUE AIR CLIMATISE VITRES TEINTEES ...,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-toyota-corolla-le-sdn-auto-cvt/m8003339
2020 Toyota Corolla Hybrid Sedan - Blindspot Monitor,Guelph,29588.00,41000,"*This Toyota Corolla Features the Following Options* Dealer Certified Pre-Owned. This Toyota Corolla boasts a 1.8 L engine powering this Automatic transmission. Reverse Camera, Radar Cruise, Air ...",https://www.kijiji.ca/v-cars-trucks/guelph/2020-toyota-corolla-hybrid-sedan-blindspot-monitor/m7296278
2020 Toyota Corolla SE Sporty manual transmission,London,26998.00,24747,"WAS: $28498 NOW: $26998 plus taxes and licensing feesThis 2020 Toyota Corolla SE Comes Equipped with a Manual Transmission, a 2.0L 4 Cyl Engine With Heated Front Seats, Bluetooth, Sunroof, Heated ...",https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-corolla-se-sporty-manual-transmission/m7910661
2020 Toyota Corolla LE LE UPGRADE MINT CONDITION,London,23998.00,75862,"WAS: $25498 NOW: $23998 plus taxes and licensing feesThis 2020 Toyota Corolla LE Upgrade Comes Equipped with a 1.8L 4 Cyl Engine, Alloy Wheels, SmartKey with Push Start, Power Sun-Roof, Heated Front ...",https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-corolla-le-le-upgrade-mint-condition/m7930115
2020 Toyota Corolla LE BACKUP CAM | HEATED SEATS | APPLE CARPLAY,City of Toronto,21990.00,93519,"Recent Arrival! 2020 Toyota Corolla LE BACKUP CAM | HEATED SEATS | APPLE CARPLAY Classic Silver Metallic FWD CVT 1.8L 4-Cylinder DOHC 16V16 Steel Wheels w/Full Wheel Covers, 4-Wheel Disc Brakes, 6 ...",https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-corolla-le-backup-cam-heated-seats-apple-carplay/m8038567
2020 Toyota Corolla LE APPLE CARPLAY | HEATED SEATS | BSM | K...,Markham / York Region,20388.00,34152,"Tinted Windows, 16"" Steel Wheels w/Full Wheel Covers, Apple CarPlay, Brake assist, Corolla LE Grade, Delay-off headlights, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel ...",https://www.kijiji.ca/v-cars-trucks/markham-york-region/2020-toyota-corolla-le-apple-carplay-heated-seats-bsm-k/m8002965
2020 Toyota Corolla SE,City of Toronto,,36481,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-corolla-se/m8037911
2020 Toyota Corolla SE,Ottawa,22000.00,108507,"GORGEOUS COROLLA SE 6-SPEED MANUAL TRANSMISSION. LOADED WITH OPTIONS, ALLOY WHEELS, POWER WINDOWS, LOCKS, APPLE CARPLAY, ANDROID AUTO, BACKUP CAMERA AND MORE.WE FINANCE WITH GREAT RATES, AND WE TAKE ...",https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-corolla-se/m7172615
 2020 Toyota Corolla,Saskatoon,25495.00,140185,"Black 2020 Toyota Corolla FWD 1.8L 4-Cylinder DOHC 16V Canada's Nationwide Auto Dealer Network. The right time to get driving is now! Save time, apply online @ www.rightride.com. Engine: Regular ...",https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-toyota-corolla/m7357367
 2020 Toyota Corolla XSE CVT .. CLEAN CARFAX ..,Mississauga / Peel Region,23988.00,105720,We are fully stocked with pre owned vehicles. Make Bolton Honda your first visit - give yourself the advantage of choice! Every pre-owned vehicle at BOLTON HONDA receives an exhaustive inspection ...,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-corolla-xse-cvt-clean-carfax/m7904563
2020 Toyota Corolla L FWD / 6-Speed Manual / No Accident Claims ,Oshawa / Durham Region,22900.00,135840,FWD Engine: 4 Cylinder Engine 1.8L L/100Km City: 8.0 L/100Km Hwy: 6.0,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2020-toyota-corolla-l-fwd-6-speed-manual-no-accident-claims/m7641714
 2020 Toyota Corolla LE - SIEGES CHAUFFANTS - BLUETOOTH,Québec City,22984.00,49188,"Chez Ste-Foy Toyota nos clients sont au cœur de nos priorités. Avec la diversité de nos produits, nous sommes confiants que vous y trouverez le véhicule parfait pour vous. Gagnant pour une septième ...",https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2020-toyota-corolla-le-sieges-chauffants-bluetooth/m7802277
2020 Toyota Corolla LE,Mississauga / Peel Region,22600.00,105000,"2020 Toyota Corolla LE, in immaculate condition. Car drives like a dream and comes with countless options available on the 2020 Corolla. Car is in great condition and comes safety certified. Please ...",https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-corolla-le/1685023748
 2020 Toyota Corolla LE - BACKUP CAM | XM RADIO | BLUETOOTH |BAC,Saskatoon,27995.00,44373,"2020 TOYOTA COROLLA LE EXTERIOR: SUPER WHITE INTERIOR: BLACK BACKUP CAMERA, CRUISE CONTROL, BLUETOOTH, XM RADIO, LANE DEPARTURE, COLLISION AVOIDANCE AND MUCH MORE!!! Welcome to Canada Budget Cars !! ...",https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-toyota-corolla-le-backup-cam-xm-radio-bluetooth-bac/m7929067
2020 Toyota Corolla XSE,City of Montréal,28490.00,54871,COROLLA XSE CVT Engine: Moteur à 4 cylindres L/100Km City: 7.7 L/100Km Hwy: 6.1,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-toyota-corolla-xse/m7883418
"2020 Toyota Corolla LE w/Heated Steering Wheel, Power Sunroof & ",Winnipeg,25680.00,78854,"Welcome to We Sell Autos, home of the best priced pre-owned vehicles in Manitoba!! We Sell Autos will handle all of your vehicle needs, from buying & selling, to full vehicle service + bodywork, and ...",https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-toyota-corolla-le-w-heated-steering-wheel-power-sunroof/m7226325
2020 Toyota Corolla L Low kms,Miramichi,21782.00,57908,"The 2020 Toyota Corolla L is a compact sedan that combines style, performance, and advanced features. With its sleek and modern design, the Corolla L stands out on the road, featuring sharp lines and ...",https://www.kijiji.ca/v-cars-trucks/miramichi/2020-toyota-corolla-l-low-kms/m7883388
2020 Toyota Corolla SE HEATED SEATS!! REVERSE CAMERA!! APPLE...,London,25998.00,80119,"WAS: $27498 NOW: $25998 plus taxes and licensing feesThis 2020 Toyota Corolla SE Comes Equipped with a 2.0L 4 Cyl Engine With Heated Front Seats, Bluetooth, Backup Camera, Alloy Wheels, And Much ...",https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-corolla-se-heated-seats-reverse-camera-apple/m7838537
2020 Toyota Corolla LE Heated Seats!! Lane Keep Assist!!,London,25998.00,76998,"WAS: $27498 NOW: $25998 plus taxes and licensing feesThis 2020 Toyota Corolla LE Comes Equipped with a 1.8L 4 Cyl Engine With Heated Front Seats, Bluetooth, Backup Camera, And Much More!Stop By And ...",https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-corolla-le-heated-seats-lane-keep-assist/m7904192
2020 Toyota Corolla LE,London,24998.00,49383,"WAS: $26498 NOW: $24998 plus taxes and licensing feesFANTASTIC 2020 TOYOTA COROLLA FOR SALE.. ALL POWER OPTIONS INCL SAFETY FEATURES SUCH AS LANE DEPARTURE MITIGATION, BLIND SPOT MONITORING AS WELL ...",https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-corolla-le/m8007300
 2020 Toyota Corolla LE,Abbotsford,25995.00,86523,"This Toyota Corolla delivers a Regular Unleaded I-4 1.8 L/110 engine powering it's polished transmission. Trunk Rear Cargo Access, Trip Computer, Strut Front Suspension w/Coil Springs. *This Toyota ...",https://www.kijiji.ca/v-cars-trucks/abbotsford/2020-toyota-corolla-le/m7833633
2020 Toyota Corolla LE - Certified - Heated Seats,Ottawa,,27541,"Certified, Low Mileage, Heated Seats, Blind Spot Detection, Lane Keep Assist, LED Lights, Apple CarPlay! With a sleek design, modern tech and standard Toyota Safety Sense this Toyota Corolla is ready ...",https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-corolla-le-certified-heated-seats/m8036704
 2020 Toyota Corolla LE,City of Halifax,21495.00,78901,"COOL CAR! 2020 Toyota Corolla LE HEATED SEATS | AVAILABLE NOW 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, AM/FM radio, Apple CarPlay, Automatic temperature control, Driver door ...",https://www.kijiji.ca/v-cars-trucks/city-of-halifax/2020-toyota-corolla-le/m7764651
2020 Toyota Corolla L NEW TIRES! FINANCE NOW!,Bedford,18900.00,68790,CLEAN CARFAX VEHICLE HISTORY REPORT! NEW TIRES!Auction Direct is a great place to buy a used vehicle where you DON'T have to haggle for your best price its right up front! All vehicles come with a ...,https://www.kijiji.ca/v-cars-trucks/bedford/2020-toyota-corolla-l-new-tires-finance-now/m7461919
2020 Toyota Corolla LE,Edmonton,23900.00,98370,"1.8L 4 CYLINDER ENGINE, ADAPTIVE CRUISE CONTROL, LANE ASSIST, APPLE CARPLAY, BACKUP CAMERA, WINTER TIRES, BLUETOOTH, AND MUCH MORE! Just Arrived 2020 Toyota Corolla LE Black has 98,370 KM on it. 1.8L ...",https://www.kijiji.ca/v-cars-trucks/edmonton/2020-toyota-corolla-le/m8035974
"2020 Toyota Corolla SE Amélioré TOIT OUVRANT, VOLANT CHAUFFANT, ",Longueuil / South Shore,22393.00,54812,- Nous fournissons le Carfax gratuit pour ce véhicule - Ce véhicule sera nettoyé professionnellement - Ce véhicule sera inspecté par Park Avenue Toyota Équipements: - Caméra de recul - Sièges ...,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-toyota-corolla-se-ameliore-toit-ouvrant-volant-chauffant/m7074733
"2020 Toyota Corolla SE Sunroof, Backup Camera, Heated Front Seat",Calgary,24995.00,113339,"Check out this 2020 Toyota Corolla SE in Super White with black fabric interior. This FWD sedan comes equipped with the SE Upgrade Package, a 2.0L 4-Cylinder 16V DOHC engine and Automatic CVT ...",https://www.kijiji.ca/v-cars-trucks/calgary/2020-toyota-corolla-se-sunroof-backup-camera-heated-front-seat/m7063042
2020 Toyota Corolla LE LE UPGRADE MINT CONDITION,London,23998.00,75862,"WAS: $25498 NOW: $23998 plus taxes and licensing feesThis 2020 Toyota Corolla LE Upgrade Comes Equipped with a 1.8L 4 Cyl Engine, Alloy Wheels, SmartKey with Push Start, Power Sun-Roof, Heated Front ...",https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-corolla-le-le-upgrade-mint-condition/m7930115
2020 Toyota Corolla SE,Calgary,25888.00,39453,Engine: 2.0L 4-Cylinder 16V DOHC L/100Km City: 8.2 L/100Km Hwy: 6.5 Safety Equipment Electronic Stability Control (ESC) ABS And Driveline Traction Control Side Impact Beams Dual Stage Driver And ...,https://www.kijiji.ca/v-cars-trucks/calgary/2020-toyota-corolla-se/m7671655
 2020 Toyota Corolla LE 1.8L FWD,Winnipeg,28699.00,11560,"Why Shop at McNaught Auto Outlet? Our 150+ Certified inspection leaves you confident knowing your vehicle comes with a 5,000 km or 90 day (whichever comes first) Warranty! Your vehicle will also ...",https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-toyota-corolla-le-1-8l-fwd/m7170454
2020 Toyota Corolla LE,Longueuil / South Shore,22495.00,32380,"2020 Toyota Corolla LE Automatique * VISITE SUR RENDEZ-VOUS SEULEMENT * Livraison partout au Québec possible ** Tous les échanges sont acceptés, Autos, Camions, VUS, VTT, Bateaux, Remorques ETC ! ** ...",https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-toyota-corolla-le/m7937153
2020 Toyota Corolla LE,,20995.00,74215,,https://www.kijijiautos.ca/cars/toyota/corolla/automatic/?utm_source=kijiji&utm_medium=referral&utm_content=web_ResultsSearch&utm_campaign=xpromo_srplisting_delr_priceBadge#vip=31254660
 2020 Toyota Corolla,Mississauga / Peel Region,25384.00,41983,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-corolla/m7858026
 2020 Toyota Corolla LE - SIEGES CHAUFFANTS - BLUETOOTH,Québec City,22984.00,53000,"Chez Ste-Foy Toyota nos clients sont au cœur de nos priorités. Avec la diversité de nos produits, nous sommes confiants que vous y trouverez le véhicule parfait pour vous. Gagnant pour une septième ...",https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2020-toyota-corolla-le-sieges-chauffants-bluetooth/m7812157
 2020 Toyota Corolla LE - BLUETOOTH - SIEGES CHAUFFANTS,Québec City,23984.00,36450,"Ayant une note de 4.8/5 dans les avis Google, PREMIER pour les ventes aux détails véhicules neufs Toyota au Québec, en 2019-2020. Également, nommé meilleur concession automobile toutes marques ...",https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2020-toyota-corolla-le-bluetooth-sieges-chauffants/m7812151
2020 Toyota Corolla SE | RADAR CRUISE | LANE ASSIST | BLIND SPOT,Delta/Surrey/Langley,27487.00,40520,SE | DYNAMIC RADAR CRUISE CONTROL | LANE TRACING ASSIST | LANE DEPARTURE ALERT | BLIND SPOT MONITOR | BACKUP CAMERA | RAIN-SENSING WINDSHIELD WIPERS | PUSH BUTTON START | KEYLESS ENTRY | HEATED FRONT ...,https://www.kijiji.ca/v-cars-trucks/delta-surrey-langley/2020-toyota-corolla-se-radar-cruise-lane-assist-blind-spot/m7956816
"2020 Toyota Corolla L CAMÉRA RECUL, RÉGULATEUR DE VITESSE ADAPTA",Longueuil / South Shore,21897.00,64390,- Nous fournissons le Carfax gratuit pour ce véhicule - Ce véhicule sera nettoyagé professionnellement - Ce véhicule sera inspecter par Park Avenue Toyota Équipements: CAMERA DE RECUL PHARES AUTOMAT. ...,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-toyota-corolla-l-camera-recul-regulateur-de-vitesse-adapta/m7856981
"2020 Toyota Corolla LE 2020 Toyota Corolla, LE power win...",City of Toronto,17498.00,192563,"All vehicles come with a full vehicle History Report, ask to see it! 2020 Toyota Corolla features include power windows, power locks, power, steering tilt, steering power mirrors, Bluetooth back up ...",https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-corolla-le-2020-toyota-corolla-le-power-win/m7878443
 2020 Toyota Corolla,Dartmouth,18900.00,100351,"We have a strong and committed sales staff with many years of experience satisfying our customers' needs. Feel free to browse our inventory online, request more information about vehicles, set up a ...",https://www.kijiji.ca/v-cars-trucks/dartmouth/2020-toyota-corolla/m7955295
 2020 Toyota Corolla LE CVT / Garantie motopropulseur / CarPlay,West Island,23950.00,43690,"Balance de garantie du groupe motopropulseur !! Apple CarPlay, caméra de recul, surveillance des angles morts, aide au maintien de la voie, système d'évitement des collisions frontales, régulateur de ...",https://www.kijiji.ca/v-cars-trucks/ouest-de-lile-qc/2020-toyota-corolla-le-cvt-garantie-motopropulseur-carplay/m7754038
 2020 Toyota Corolla LE CVT | HEATED SEATS | CARPLAY | BLINDSPOT,Kitchener / Waterloo,21992.00,89091,"Heated Seats, Backup Cam, Apple Carplay/Android Auto, Blind Spot Monitoring, Adaptive Cruise Control, and more! Taking you further, our 2020 Toyota Corolla LE Sedan looks fresh in Barcelona Red ...",https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2020-toyota-corolla-le-cvt-heated-seats-carplay-blindspot/m7810366
 2020 Toyota Corolla LE CVT - FACTORY WARRANTY/1 OWNER/SAFETY FE,Winnipeg,26988.00,55000,"CONSECUTIVE COMSUMER CHOICE AWARD WINNERS FOR OUTSTANDING BUSINESS! LOW DEALER FINANCING RATES*, NO PAYMENTS FOR 6 MONTHS*! REVERSE CAMERA, HEATED SEATS, BLUETOOTH HANDSFREE, FRONT CRASH DETECTION, ...",https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-toyota-corolla-le-cvt-factory-warranty-1-owner-safety-fe/m7232610
 2020 Toyota Corolla LE CVT - NO ACCIDENTS/1 OWNER/SAFETY FEATUR,Winnipeg,23988.00,143000,"CONSECUTIVE COMSUMER CHOICE AWARD WINNERS FOR OUTSTANDING BUSINESS! LOW DEALER FINANCING RATES*, NO PAYMENTS FOR 6 MONTHS*! REVERSE CAMERA, HEATED SEATS, BLUETOOTH HANDSFREE, FRONT CRASH DETECTION, ...",https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-toyota-corolla-le-cvt-no-accidents-1-owner-safety-featur/m7232607
 2020 Toyota Corolla LE CVT,Winnipeg,24988.00,105000,"CONSECUTIVE COMSUMER CHOICE AWARD WINNERS FOR OUTSTANDING BUSINESS! LOW DEALER FINANCING RATES*, NO PAYMENTS FOR 6 MONTHS*! The 2020 Toyota Corolla LE is a sleek and reliable compact sedan designed ...",https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-toyota-corolla-le-cvt/m7232606
 2020 Toyota Corolla LE CVT - NO ACCIDENTS/1 OWNER/SAFETY FEATUR,Winnipeg,24988.00,123000,"CONSECUTIVE COMSUMER CHOICE AWARD WINNERS FOR OUTSTANDING BUSINESS! LOW DEALER FINANCING RATES*, NO PAYMENTS FOR 6 MONTHS*! REVERSE CAMERA, HEATED SEATS, BLUETOOTH HANDSFREE, FRONT CRASH DETECTION, ...",https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-toyota-corolla-le-cvt-no-accidents-1-owner-safety-featur/m7232605
"2020 Toyota Corolla Sunroof,heated Steering+ Seats",Calgary,21995.00,61876,REBUILT TITLE was involved in a collision fully repaired and inspected The 2020 Toyota Corolla LE is a compact sedan that offers a reliable and efficient driving experience. Powered by a 1.8-liter ...,https://www.kijiji.ca/v-cars-trucks/calgary/2020-toyota-corolla-sunroof-heated-steering-seats/m7355674
2020 Toyota Corolla 4DR SDN CVT LE,City of Montréal,,70102,Engine: Moteur à 4 cylindres 1.8L L/100Km City: 8.1 L/100Km Hwy: 6.3,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-toyota-corolla-4dr-sdn-cvt-le/m8033938
Toyota Corolla SE 2020,Calgary,28000.00,87,Fully loaded with no issues. Active status Sunroof Heated seats and Steering wheel App starter Parking Sensor Back up camera,https://www.kijiji.ca/v-cars-trucks/calgary/toyota-corolla-se-2020/1684948797
2020 Toyota Corolla SE l Clean CarFax l Safety Technology ,Calgary,24999.00,53478,"Okotoks Honda Certified l Clean CarFax, No Accidents l Heated Cloth Seats l Safety Sensing Technology l Bluetooth l Back-up Camera l Alloy Rims l Winter Tires on Rims l The 2020 Toyota Corolla SE ...",https://www.kijiji.ca/v-cars-trucks/calgary/2020-toyota-corolla-se-l-clean-carfax-l-safety-technology/m7972217
2020 Toyota Corolla L + CAMERA + BLUETOO,City of Montréal,20495.00,85440,"WILL PASSE THROUGH AESTHETICAL AND MECHANICAL INSPECTION INSPECTION WILL BE DONE BLUETOOTH; REAR CAMERA; DRIVER ASSIST PACKAGE; CRUISE CONTROL AND MORE OPTIONS! Comes equipped with: Running Boards, ...",https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-toyota-corolla-l-camera-bluetoo/m7768581
2020 Toyota Corolla LE,Sherbrooke,23941.00,50940,"Achat, vente, échange, réparation, le tout sous un même toit!! Jnauto.com. Choix-Qualité-Service après vente Irréprochable depuis 82! JN Auto inc vous offre plus de 125 véhicules usagés à vendre de ...",https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2020-toyota-corolla-le/m7877378
2020 Toyota Corolla Hatchback SE UN SEUL PROPRIETAIRE/JAMAIS ACC,City of Montréal,27888.00,39500,**SEULEMENT 36000KM** 2020 COROLLA HATCHBACK SE: UN PROPRIÉTAIRE/JAMAIS ACCIDENTÉ SIÈGES CHAUFFANTS DÉTECTEURS D'ANGLES MORTS CAMÉRA DE RECUL ASSISTANCE AUX VOIES FREIN À MAIN ELECTRIQUE CRUISE ...,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2020-toyota-corolla-hatchback-se-un-seul-proprietaire-jamais-acc/m7055488
